Название,Категория,Адрес,Телефон,Сайт/Соцсеть,Сеть/Бренд,Потенциал аналитики,Обоснование оценки,Широта,Долгота,Режим работы
Наши люди,Кофейня/Кафе,Адрес не указан (см. координаты),+7 903 5210307,https://alikepeople.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7295313,37.6323178,Mo-Su 09:00-23:00
Мистер Круассан,Кофейня/Кафе,Адрес не указан (см. координаты),+7 800 7073549,http://www.mrcroissant.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8402851,37.4917755,Mo-Fr 08:00-22:00;Sa-Su 09:00-22:00
Food Place,Кофейня/Кафе,Адрес не указан (см. координаты),+7 499 3507720,https://foodplace-cafe.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6109986,37.2874252,
Кофе муз,Кофейня/Кафе,Адрес не указан (см. координаты),+7 965 4450656,https://www.instagram.com/coffeemoose_belorusskaya/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7741541,37.5805855,"Mo-Fr 08:00-21:00; Sa,Su 09:00-21:00"
Сыто Пьяно,Кофейня/Кафе,"Авиамоторная улица, 41Б",+7 901 7307764,https://sito-piano.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7534174,37.7165114,Mo-Su 11:00-06:00
It's coffee,Кофейня/Кафе,Адрес не указан (см. координаты),+7 499 4906511,https://www.itscoffee.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6177523,37.5055878,Mo-Su 10:00-21:00
Якитория,Кофейня/Кафе,Адрес не указан (см. координаты),+7 926 5100701,https://yakitoriya.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.4571404,37.2946417,Mo-Su 12:00-24:00
Гюмри,Кофейня/Кафе,Адрес не указан (см. координаты),+7 925 8326688,https://cafe-gyumri.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6141258,37.2622017,
Sweet Happiness,Кондитерская,Адрес не указан (см. координаты),+7 495 1250212,https://печеньеорео.рф/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7587064,37.6082477,Mo-Su 10:00-20:00
Laffa Laffa,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 975 55 45,https://www.facebook.com/laffalaffamsk/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7596059,37.5973995,Mo-Su 11:30-23:30
Pizzamento,Кофейня/Кафе,Адрес не указан (см. координаты),+7 965 3804545,https://pizzamento.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6675432,37.528956,Mo-Su 10:00-21:00
Supernova,Кофейня/Кафе,Адрес не указан (см. координаты),+7 985 3564626,https://supernovapizza.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7729848,37.6103741,Mo-Su 12:00-23:00
Кофе муз,Кофейня/Кафе,Адрес не указан (см. координаты),+7 905 5991636,https://www.instagram.com/coffeemoose_moskva/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.750216,37.817951,Mo-Fr 08:00-21:00;Sa-Su 09:00-21:00
Кофе муз,Кофейня/Кафе,Адрес не указан (см. координаты),+7 926 1024517,https://www.instagram.com/coffeemoose_msk_op/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.793748,37.490299,Mo-Fr 07:30-21:00;Sa 09:00-20:00;Su 09:00-18:00
Кофе муз,Кофейня/Кафе,Адрес не указан (см. координаты),+7 909 6569454,https://instagram.com/coffeemoose_yauza,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.787513,37.706766,Fr 09:00 -17:00;Mo-Th 09:00-17:00
smart_cafe,Кофейня/Кафе,"Спартаковская площадь, 16/15 с2",+7 916 1849222,https://smartcafe.site,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7761034,37.6790325,Mo-Fr 08:00-20:00; Sa-Su 09:00-19:00
Кофе муз,Кофейня/Кафе,Адрес не указан (см. координаты),+7 926 4736464,https://www.instagram.com/coffee_moose_moskva/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.752683,37.818283,Mo-Fr 07:00-22:00;Sa 07:00-21:00;Su 08:00-21:00
Добродомик,Кофейня/Кафе,Адрес не указан (см. координаты),+7 921 9069066,https://dobrodomik.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.826997,37.4483196,Mo-Su 10:00-22:00
Мидийное место,Кофейня/Кафе,Адрес не указан (см. координаты),+7 964 3955555,https://www.midiynoe-mesto.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7827228,37.5998658,"Fr-Sa 12:00-24:00; Mo-Th,Su 11:00-23:00"
