Название,Категория,Адрес,Телефон,Сайт/Соцсеть,Сеть/Бренд,Потенциал аналитики,Обоснование оценки,Широта,Долгота,Режим работы,Is_Mobile
Prosvet,Кофейня/Кафе,Адрес не указан (см. координаты),+7 925 6063659,http://instagram.com/prosvetcoffee,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7546358,37.6256038,Mo-Fr 10:00-22:00; Sa-Su 10:30-22:00,True
Совиный дом,Кофейня/Кафе,Адрес не указан (см. координаты),+7 985 5561775,http://owldom.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7911962,37.633848,,True
Хинкали-Гали,Кофейня/Кафе,Адрес не указан (см. координаты),+7 926 9588978,http://hinkaligali.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8419974,37.3727645,Mo-Su 12:00-23:00,True
Фарфор,Кофейня/Кафе,"Юбилейная улица, 3А",+7 903 1992244,https://farfor.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.5086844,37.5655522,Mo-Su 11:00-23:59,True
Литали,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 4898855,https://cafe-litaly.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7740816,37.6397113,24/7,True
Street9 Coffee,Кофейня/Кафе,Адрес не указан (см. координаты),+7 977 1410592,https://www.instagram.com/street9coffee/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7137775,37.6593829,Mo-Su 08:00-21:00,True
Сыто Piano,Кофейня/Кафе,Адрес не указан (см. координаты),+7 977 8003701,http://sito-piano.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7586445,37.6414816,"Mo-Su 00:00-06:00,11:00-24:00",True
Eggsellent,Кофейня/Кафе,"Большая Садовая улица, 5 к1",+79267547589,https://eggsellent.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7690006,37.5920539,Mo-Su 08:00-18:00,True
Дай пять!,Кофейня/Кафе,Адрес не указан (см. координаты),+7 968 9883245,https://www.instagram.com/highfive_mitino/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8445783,37.3718179,,True
Нитка,Кофейня/Кафе,Адрес не указан (см. координаты),+79065373146,https://nitkatea.com,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7356401,37.624091,Mo-Su 10:00-21:00,True
Crosby Coffee,Кофейня/Кафе,Адрес не указан (см. координаты),+7 999 8010168,https://crosbycoffee.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7735074,37.6653657,Mo-Fr 08:00-18:00,True
Crosby Coffee Company,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 903 6138551, +7 965 1839958, +7 968 5528992",https://crosbycoffee.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6944587,37.5290608,Mo-Fr 08:00-22:00;Sa-Su 10:00-22:00,True
Наша булочная,Пекарня,Адрес не указан (см. координаты),+7 925 1195415,https://nashabulochnaya.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7845486,37.6373497,Mo-Su 10:00-21:00,True
Август 13,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 985 2220364, +7 495 2220364",https://avgust13.ru/timireazevskaya/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8172791,37.5732127,Mo-Su 10:00-22:00,True
Le Procope Du Matin,Кофейня/Кафе,Адрес не указан (см. координаты),+7 985 5188611,https://www.procope.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7714116,37.6033447,"Mo-Fr 06:00-16:00; Sa,Su 08:00-12:00",True
Comme A Paris,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 910 4520508, +7 916 0663469",https://commeaparis.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7000516,37.5018579,Mo-Su 09:00-21:00,True
Eleven,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 1898828,https://eleven.lucky-group.rest/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7524617,37.6021251,Mo-Su 08:00-23:00,True
Нейборс,Кофейня/Кафе,Адрес не указан (см. координаты),+7 985 1097596,https://neibors.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8474344,37.6395974,Mo-Su 11:00-23:00,True
Cinnabon,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 499 5798830, +7 980 9882486",https://cinnabonrussia.com/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8627076,37.4710192,Mo-Su 10:00-22:00,True
Пять звёзд,Кофейня/Кафе,Адрес не указан (см. координаты),+7 965 1246523,http://pzmmoscow.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7694845,37.6412147,Mo-Fr 08:30-17:00,True
